,pairwise_pearson,predicted_score,sentence1,sentence2
446,0.09989029369951943,2.750147432088852,A woman stands with her arms out at her sides while another takes a picture.,A man stands in a crowd holding a white object.
447,0.6058115875618217,4.0148404240608215,"Many people are on the beach, near a building with flags flying.",A busy beach has people scattered on it watching the sky.
448,0.8175845988940744,4.543963372707367,Black and white dog running through water.,A tan and white dog runs through water.
449,0.5092385461215746,3.7720218300819397,"Three clowns in bright, multi-colored costumes.",Three women in brightly colored dresses.
450,0.900083169952576,4.750200510025024,Two beige dogs play in the grass.,two tan dogs play in the grass
451,0.33268539108431894,3.3317483961582184,A dog and a red ball in the air.,A dog digs a hole in a yard.
452,0.6978056400307306,4.244494438171387,A dog jogs through the grass.,a dog trots through the grass.
453,-0.02359424402135609,2.441015588119626,Group of little girls and a dog standing on the road.,a group of people white water rafting in a blue raft.
454,0.30873885991896066,3.2716308534145355,A man in a grey suit kneels in front of a woman in a white dress.,A woman in red with a beer followed by a man in white.
455,0.802959275881645,4.507584869861603,A brown and white dog with a pink Frisbee in it's mouth is humping over a man's back.,"a dog with a Frisbee in its mouth, jumps over a man."
456,0.18580933631953783,2.964458018541336,A dog and cat laying down together.,Two grey dogs are carrying a stick in the water.
457,-0.11057937352745992,2.223457396030426,A family is playing on the beach with their dog.,A naked little girl being thrown into the air.
458,0.6343752562767508,4.085923731327057,a dog runs through the long grass.,A dog lays down in the long green grass.
459,0.2767483803031319,3.191458359360695,A group of people are camping out on some rocks.,A group of people are standing beside a fire truck.
460,0.9573593373455743,4.893391728401184,There is a black dog jumping into a swimming pool.,A black dog is leaping into a swimming pool.
461,0.8513408555433906,4.628347456455231,Three dogs playing in the snow while one dog wears a jacket.,"Three dogs playing in the snow, with a city in the background."
462,0.1521325381225344,2.8803759068250656,A group of people in boats racing towards the shore.,A group of people stand together and pose in front of a house.
463,0.296129300803484,3.2403457164764404,"A crowd of people stand on a rural road, a field behind them, a forest in front.",A bunch of people standing next to a car with it's trunk open.
464,0.2017224999257519,3.00430566072464,A Japanese swordsman jumps into the air.,A woman is getting her dog to jump in the air.
465,0.14761515544534365,2.868652418255806,A man wearing US flag boxer shorts is standing on a stairway.,A woman wearing a white shirt stands on the street.
466,0.1862804447317387,2.96576876193285,A group of seven people are rafting in the rapids in a green boat.,A group of people are standing and sitting around on the ground at night.
467,0.37500090590753676,3.4375546127557755,A man with long hair is looking through a camera.,A man with sunglasses looking straight ahead.
468,0.4483001529005521,3.621246963739395,The black and brown dog is playing in the yard.,The black and tan dog is chasing something he has spotted.
469,0.5853421058873753,3.963364064693451,A boy is jumping into the water with a ball in his hand.,A little boy swimming underwater with a toy in his hand.
470,0.6519185497008768,4.129528701305389,A person wearing scuba gear is swimming underwater water.,A person is scuba diving in very clear blue water.
471,0.4325758466588062,3.5813532769680023,This dog is jumping through the water.,Two dogs running through the water on a beach.
472,0.7986537166968142,4.496647119522095,a young girl smiling with her head upside down,A girl poses with her head upside down.
473,0.5125168917567848,3.7813591957092285,Two women holding checkered flags near an orange car.,Two ladies in skimpy clothes pose next to an old fashioned car.
474,0.7673295562214086,4.418314546346664,A hockey player looks intently downward.,A hockey player during a game.
475,0.8428033580639056,4.607006013393402,Two brown dogs chase each other in the snow.,Two brown dogs are playing with each other in the snow.
476,0.8846904825763077,4.711737930774689,Children are playing on a trampoline in the snow.,Several children and jumping on a trampoline in the snow.
477,-0.018868017784418087,2.452792660333216,A dog with a stick follows another dog through the water.,A four wheel drive car is driving through the mud.
478,0.45724703095177816,3.643336594104767,A black and brown dog is chewing on a large stick.,A black and white dog playing in the sand.
479,0.8770009867599287,4.692484140396118,Two black dogs playing in the grass.,Two dogs play in the grass.
480,0.9001917560755064,4.750255644321442,Two boys are jumping into a pool.,Two boys are in midair jumping into an inground pool.
481,0.24905510597237152,3.12260452657938,A group of men walk and hang onto ropes.,A group of men play a college football game.
482,0.5851561936123849,3.9630860090255737,A black person in black and red is sleeping on a bench with an open black umbrella.,A man sitting up taking a nap on a park bench with an open umbrella protecting him from the sun.
483,0.20350734050709474,3.009537421166897,A man with a grey beard rides his bike on the beach of the ocean.,A spotted dog stands on his hind legs to catch a ball on the beach.
484,0.988084161947943,4.970184862613678,A Golden Retriever jumping off a wood porch.,A golden retriever is jumping off a wooden porch
485,0.4155675450855161,3.538925349712372,A man is skating down a set of stairs.,The man is skiing down a snowy hill.
486,-0.1381621747412416,2.1544866636395454,A lady with a yellow outfit is in the air above the bed in a yellow room.,A dog with a red leash still attached chases over the grass toward a tennis ball.
487,0.04288405963164662,2.6070327032357454,A skier is jumping in the air over a snowfield near a mountain range.,A woman is sitting near a flower bed overlooking a tunnel.
488,0.38376244470856036,3.4593798220157623,The dogs are playing in the snow.,Two dogs playing on the shore.
489,0.3179702065913261,3.294694647192955,A young boy in red swim trunks is jumping into a pool.,A dog is being squirted with a hose as it jumps into a paddling pool.
490,0.7077235114087096,4.269081652164459,Two dogs are running on the grass in front of the trees.,A brown dog is running on the grass in front of some trees.
491,-0.12710562443934337,2.1821121871471405,a young boy climbing on a rock wall,Five greyhounds are racing on a sand track.
492,0.4344815713275024,3.5863256454467773,A skateboarder jumps off the stairs.,A dog jumps off the stairs.
493,0.39568108399483504,3.489544242620468,Two dogs running together and one has a duck toy in its mouth.,a black and white dog walking through the grass with a long stick in his mouth.
494,0.37574522029476287,3.4393393993377686,The black and white dog is running on the grass.,A black and white dog swims in blue water.
495,0.19201750678597607,2.9805071651935577,A woman runs on the beach.,a dog runs across the land.
496,0.5568780122021242,3.8918696343898773,A golden colored dog jumps around in the grass while holding a stick in its mouth.,A black dog is running through the grass carrying something red in its mouth.
497,0.4080952296172811,3.5203691571950912,A white dog is playing with a ball on the beach.,A black and white dog is playing with a tan dog.
498,0.8554162016691312,4.63858500123024,Woman in black dress with red accessories is walking down the street.,Woman in a black dress walking on the street.
499,0.8710547846038079,4.677595943212509,Two dogs approach each other in the grass.,Two dogs face off of each other on the grass.
500,0.2749130690985603,3.187512159347534,Our current vehicles will be in museums when everyone has their own aircraft.,The car needs to some work
501,0.24143231470862847,3.1035130098462105,A woman supervisor is instructing the male workers.,A woman is working as a nurse.
502,0.14868654875264237,2.871708422899246,The sky has very little to no clouds.,"This Lady might be ready for Rock Climbing, or just watching the Clouds, above."
503,0.256794609575578,3.1419914960861206,The young boy jumps barefoot outside in the front yard.,The teen rode his bike around the people walking in the courtyard.
504,0.7877363807569793,4.469261467456818,There are dogs in the forest.,The dogs are alone in the forest.
505,0.457894972008002,3.6447392404079437,Some cyclists stop near a sign.,Two men stop to talk near a sign outside.
506,0.5792815593095266,3.946855664253235,These cooks in the white are busy in the kitchen making dinner for their customers.,The women are preparing dinner in their kitchen.
507,0.9496958751644469,4.874246418476105,A man is carrying a canoe with a dog.,A dog is carrying a man in a canoe.
508,0.2915156487556083,3.2287949323654175,a woman watches a rap group live,An audience watches a girl dance.
509,0.7944063502798957,4.486015737056732,A girl dancing on a sandy beach.,A girl is on a sandy beach.
510,0.18751475600045492,2.9702870547771454,The woman is drinking lemonade and watching T.V.,The man is sitting drinking coffee.
511,-0.029579602425112733,2.4260494019836187,The young adult are cold,Asian children are playing with a dog.
512,0.8847415632911352,4.711810052394867,A sad man is jumping over a small stream to meet his companion on the other side.,A man is jumping over a stream to meet his companion on the other side.
513,0.8095691922971987,4.523984044790268,A woman is bungee jumping.,A girl is bungee jumping.
514,0.4177259942680629,3.5443270206451416,A clown performs for brother and sister as the rest of the party watches.,A blond-haired child performing on the trumpet in front of a house while his younger brother watches.
515,0.6124944130518741,4.032469242811203,Four girls happily walk down a sidewalk.,Three young girls walk down a sidewalk.
516,0.40168406480020985,3.5042966157197952,a group of navy seals are singing,A group of military personnel are playing in a brass quintet.
517,0.7305528630808089,4.326344579458237,A man playing the violin in the rain.,A man playing the guitar in the rain.
518,0.6789050688360421,4.197320193052292,The people are leaving the airplane.,The people are entering the plane.
519,0.894297768464126,4.7357553243637085,The dogs are chasing a cat.,The dogs are chasing a black cat.
520,0.6620917754196933,4.155219495296478,the tan dog is playing with the red dog out in the snow,A yellow dog is playing in the snow.
521,0.274003613462214,3.184998333454132,a girl with vases in the background inside her house,The girl is standing as the other girl with glasses works on her hand painting.
522,0.6239802436702251,4.06007245182991,A person sitting in an office takes a picture.,A woman is sitting in an office.
523,0.4711168085296959,3.677717298269272,People rock jumping into water while people fish in the background.,Two people watching the water.
524,0.9256513145170904,4.814132452011108,A blonde woman looks for medical supplies for work in a suitcase.,The blond woman is searching for medical supplies in a suitcase.
525,0.9873713355918523,4.9684202671051025,A boy is at school taking a test.,The boy is taking a test at school.
526,0.4894669417108732,3.723280653357506,An old man wearing a hat stands outside a shop door.,a man in an oversized shirt sits at a shop
527,0.08725100276839586,2.71786417812109,The carriage is drawn by a horse.,A man riding on a bicycle by side of building.
528,0.3001755137792961,3.250550776720047,A woman looks at a duck as she walks behind it.,A woman is going on a walk with her dog.
529,0.31868865559526266,3.2967405021190643,Man sitting on a bench drink from a mug surrounded by rugs.,A man is sitting on one of two red benches and staring into a kiosk.
530,0.5716755387715847,3.929193615913391,A small blond boy slides head first down a blue playground slide toward another blond youth.,"A young boy with his hair standing up, is sliding down a blue slide"
531,0.4508840353720869,3.6273671686649323,The four women are practicing for a upcoming match.,The women are in a play
532,0.8408862416083647,4.602175951004028,man on steps,A man sits on steps.
533,0.41291136741579826,3.532494679093361,There is a young girl.,There is a young boy with the woman.
534,0.8837822351517934,4.70920667052269,A woman paints a picture of a large building which can be seen in the background.,A person paints a picture of a large building which can be seen in the background.
535,0.7215335647986999,4.303867816925049,Two kids are playing a game of Foosball.,The kids are playing a game with each other.
536,0.6420367041369952,4.1048988699913025,The man is in a deserted field.,The man is outside in the field.
537,0.9557537166163846,4.889378845691681,A little boy is drinking from a juice packet.,A boy is drinking from a juice packet.
538,0.283083299452773,3.2079092413187027,A man has his skis ready for the field to get iced out,A man on a boat getting ready to pull in his net to see what he caught.
539,0.8996941852432174,4.74900484085083,The biker is doing dangerous stunts.,A biker is doing stunts.
540,0.3283553912516839,3.320823460817337,A musician is smearing jam on his white guitar at a concert.,Trombonist playing the her instrument in a band for a parade.
541,0.12444986239525611,2.8111154586076736,A pair of young boys in t-shirts are hiding in the woods with one looking aghast.,Two smiling little girls playing in a fountain with other people.
542,0.6654597525145474,4.163844287395477,A group of people playing soccer on a soccer field in front of a crowd.,A group of men playing soccer in a stadium full of people.
543,0.9727197832084767,4.931704998016357,A man is enjoying watching three asian children dance.,A man is watching three asian kids dance.
544,0.08129575240169082,2.7033800445497036,A woman walking down the side of a highway.,A man is standing on one feet on a bridge.
545,0.356145864758821,3.390200585126877,A man calling for a taxi at the airport on a sunny day.,A man is outside on a July day.
546,0.7051613059752755,4.262986481189728,A young boy has a red fishing pole.,A young boy stands over a bridge with a fishing pole.
547,0.6886334687116706,4.221499264240265,A player bounces a ball.,A player catching a ball.
548,0.5911033060439721,3.9779657125473022,Men competing in a contest.,Two women compete in a contest.
549,-0.07812480622479967,2.3047767765820026,The puppy is outdoor.,A man in printed board shorts is doing a yoga pose on the beach.
550,0.4467566938641789,3.6170683801174164,A young girl in a pink jacket is playing a board game.,A boy in a jacket playing.
551,0.6406604759688933,4.1016872227191925,A smiling Caucasian male wearing a blue and black striped shirt it about to take a photograph.,A man in a white shirt and black pants is smiling.
552,0.06682582660222888,2.6670677214860916,A person is scaling a rock wall.,A person and a horse are above a fence.
553,0.4542759508422565,3.6353958398103714,Two men are playing a game of Scrabble together.,The two women are playing a game.
554,0.351991957613078,3.379993587732315,The girl is very skilled and practices a lot.,The man is very skilled.
555,0.18592287086264603,2.964855171740055,Many guards are standing in front of the starting line of a race.,Two men in business dress are standing by the side of a road.
556,0.9925737812199233,4.981408268213272,A man at a farmers market.,A man is at a farmers market.
557,0.462567764537414,3.6569923162460327,four people walk toward a tower,Two men walk toward a dome-shaped building.
558,0.22299057481159573,3.056757003068924,A little girl and boy are reading books.,An older child is playing with a doll while gazing out the window.
559,0.8557414322612591,4.6393828094005585,The child would like to swim.,The children want to swim.
560,0.7336164417749924,4.334049373865128,Men are fighting after a basketball game.,The men are playing a game of basketball.
561,0.4244585132116985,3.561484217643738,People are sitting around dimly lit tables while smiling and laughing.,People are sitting on benches.
562,0.8668158577831899,4.667052328586578,A dog is chasing cows.,A white dog is chasing cows.
563,0.8672271158265686,4.667895138263702,One football player tries to tackle a player on the opposing team.,A football player attempts a tackle.
564,0.3921050150326817,3.479885011911392,Three men are drying to pull a Subaru out of a ditch along a mountain road.,Two men are waiting for a ride on the side of a dirt road.
565,0.24564386680457173,3.1140366941690445,A woman doesn't have her arms up because she's paralyzed from the neck down,A woman is sitting on the steps because she tripped and hurt her ankle.
566,0.13329403755550848,2.8333815932273865,Five kids are standing in front of a tent.,People are out sitting in front of a garden.
567,0.3237745813896011,3.3094768971204758,Female in a maroon shirt engaged in conversation with another female in a tan blazer.,"A girl in a blue dress and another girl in a purple dress, both smiling."
568,0.2710355856780565,3.1776075065135956,Baseball players playing a game at the park.,"A basketball player, playing in the home coming game."
569,0.17956926709780396,2.949621006846428,They are preparing for a performance at school.,Two medical professionals in green look on at something.
570,0.07049241962418472,2.676040194928646,Some smiling children are standing in front of an ocean sunset.,People walking in the dark.
571,0.4103440987776117,3.52584645152092,Two fishermen try to untangle their large fishing net on the side of the road on a cloudy day.,Several men pull a fishing net up on to the beach.
572,0.5884872664335066,3.971332609653473,The woman had brown hair.,The woman has gray hair.
573,0.4390983779468817,3.5977575182914734,Black and white image of a wave crashing in the ocean.,a small black dog in the ocean with some rocks in the background
574,0.8796817552819396,4.69919890165329,A lady and her daughter look through a microscope.,A girl and a lady both looking through a microscope.
575,0.4010046975716032,3.5025376826524734,A boy does a skateboard trick on the stairs downtown.,a boy is running on the sidewalk
576,0.959481122433993,4.898641109466553,Three humans are walking a dog.,Three people are walking a dog.
577,0.9862485392712237,4.965622425079346,There are people out on the street.,People are out on the street.
578,0.00706625987716504,2.5174561236053705,Two women are lost and calling for help.,Two Asian men are gathering materials for their business and their child had to come with them.
579,0.49515563824476955,3.7379880994558334,A man is throwing a penny into a fountain.,A little boy is throwing a man in water.
580,0.07868240737897025,2.696986086666584,Two girls are playing Doctor inside their house.,The two girls are walking with their father.
581,0.6497434623762159,4.124288558959961,A crowd of men wearing paper numbers on their shirts run in a race.,Several men running down a grass field wearing numbers on the front of their shirts.
582,-0.003597043850443611,2.4910272017586976,The fruits should be eaten with lemon juice in order to prevent oxidation in your stomach.,three dogs growling On one another
583,0.9685073270342281,4.9212148785591125,A doctor prescribes medicine to a patient.,A doctor prescribes a medicine.
584,0.9948794458460831,4.987194389104843,A woman is in the bathroom.,The woman is in a bathroom.
585,0.5653278192852517,3.9132845401763916,Spectators taking pictures of a rally car.,A crowd of people watching cars race down the track.
586,0.8205791682651733,4.551151990890503,The man and woman are resting on a couch.,A man and woman are asleep on the couch.
587,0.18907377879033466,2.9726319015026093,The boy in the green jersey plays goalie on the soccer team.,The team in blue is playing a game against the team in white
588,0.997186254626234,4.992935359477997,People are near water,People are near water.
589,0.29014792812434814,3.225329890847206,Friends walk into a building,a man walks along walkway to the store
590,0.09624775582524675,2.7404726669192314,The rollerblades are moving.,Two vehicles are going towards the camera.
591,0.17314531746261194,2.9328374564647675,There is a older man near a window.,A boy is near some stairs.
592,0.2002859969785013,3.000945933163166,A guy and a girl are rock climbing with backpacks on.,Two boys are riding on a toy with a blonde girl running long side of them.
593,0.12925947538537724,2.8231900185346603,In Abu Dhabi the Golden Market is one of the premier public outdoor shopping areas.,A busy city square in an asian country.
594,0.44598418956913477,3.614872321486473,A pregnant woman is in labor,a woman has a child.
595,0.7021203573173677,4.2542073130607605,The religious people are enjoying the outdoors.,The group of people are enjoying the outdoors.
596,0.8235632148190788,4.558888375759125,A girl in water without goggles or a swimming cap.,"A girl in water, with goggles and swimming cap."
597,0.5758758578411954,3.939582407474518,A man is performing a stunt outdoors.,A young man on a beach is performing skateboard stunts.
598,0.07088192888038271,2.6771956868469715,There was girl stranded on the roof.,The couple was on the bed.
599,0.049380954409160537,2.623460926115513,There are four snowboarders going off a jump and that are in the air.,Two racers are coming to a turn.
600,0.34460374744370625,3.3614396303892136,"A basketball player makes the 5th rebound of the night,",A tennis player in the middle of a game.
601,0.555412218494586,3.8884906470775604,A helicopter is getting ready to take off.,The plane is getting ready to take off.
602,0.5213850418368615,3.803390711545944,A man doing a jumping bike trick surrounded by trees.,A boy riding a green trick bike over some steps outdoors.
603,0.33130599601161703,3.328339606523514,Three guys in speedos have their feet up on the railing of a boat getting a tan.,A few men on the deck are dropping another man into the water
604,0.5941051442133571,3.9852677285671234,A group wading across a witch,A group wading across a ditch
605,0.8380772776497121,4.59517166018486,A woman jumps and poses for the camera.,A woman poses for the camera.
606,0.007991723508653716,2.52008315641433,A man is on a rooftop,A man is holding a microphone in a room.
607,0.22764752888111112,3.068646863102913,There are two men near a wall.,Three women are sitting near a wall.
608,0.8301526464973736,4.57527756690979,The two men are wearing jeans.,The two men are wearing pants.
609,0.8755366564049848,4.688823968172073,The man without a shirt is jumping.,The man jumping is not wearing a shirt.
610,0.3828173382882238,3.4565622359514236,The woman is holding the hands of the man.,The woman is checking the eyes of the man.
611,0.8782683940071754,4.695384204387665,A man walks his dog on the beach.,A man with his dog on the beach.
612,0.35724574422720495,3.3936742693185806,The child is the woman's kid.,There is a boy and a girl.
613,0.7568381990653552,4.392111748456955,A soccer player is kicking the ball.,The soccer player gave the ball a high kick.
614,0.45608571422585864,3.639954626560211,Two boys in black swimming trunks are holding another boy by his arms and legs on a beach.,Man in white shirt flipping young boy in the water with four other boys surrounding them.
615,0.6462739946475272,4.114594757556915,The player shoots the winning points.,The basketball player is about to score points for his team.
616,0.6181903018847994,4.045225977897644,A motorcross driver going by during a race,A race car driver performs in the race of his life.
617,0.6364545186225778,4.091121256351471,The gate is blue.,The gate is yellow.
618,0.3934382448560305,3.4834617376327515,A dog walks along a beach with breaking waves.,A boy with an oar walks out of the surf and onto a beach.
619,0.6200196229320738,4.049917757511139,A pair of men walk along the beach.,Two men standing in the surf on a beach.
620,0.3642562304167298,3.410578966140747,Blond woman in a tunnel.,The couple kissing is near a blond woman.
621,0.15227228320093128,2.880585342645645,The raven droned as is hopped along the grass.,The skinny dog with the long tail is traveling through the field.
622,0.577339437711551,3.9434878528118134,the man is catching a ball,A man is kicking a ball.
623,0.8025073381293097,4.506249725818634,Two men are sitting in the room.,Two men are standing in a room.
624,0.6773671636905919,4.193574786186218,The woman is waiting for her date.,The woman is on her way to a date.
625,0.5566600689897523,3.89164999127388,You'll need to check the particular policies of each publisher to see what is allowed and what is not allowed.,If you need to publish the book and you have found one publisher that allows it.
626,0.20498677266108434,3.012501150369644,I am not aware of any university run participant pools.,"At the universities I've worked in North America, human-subject studies (esp."
627,0.49993425429979865,3.749108761548996,"Apart from admission (which normally should not be related to age), there is something that's related to your question.","Age is not a PhD admission facor in the continental Europe, too."
628,0.16831572045193652,2.9207490384578705,"This post refers to research in the STEM fields, and may not be applicable to other research topics.",This is about my experience in computer engineering I found that reading for breadth was the more important approach.
629,0.38549935472759433,3.463454991579056,"If you don't want to pay for Adobe Acrobat Pro, as @schultem mentions, LaTeX can do this with embedded hyperlinks.","If you don't mind hosting your files online, SlideShare is a good solution."
630,0.7030563293325458,4.257554858922958,I don't think there are likely to be any standards that address this issue specifically.,"You're going to find answers all over the map for this one (i.e., there probably aren't ""standards"")."
631,0.5138554207778788,3.7843137979507446,My answer would be depending on which GRE are you referring to?,The problem I see with the GREs is that the scoring range is highly compressed.
632,0.3460794269725922,3.365059867501259,"If you have access to it, you can very easily do that with Thomson Reuters’ Web of Science portal.","You can have a look at the arXiv cultoromics website at http://arxiv.culturomics.org, which however searches in articles on the arXiv."
633,0.4696894493590717,3.674028441309929,In general there are a number of different distinct workflows that lead to a poster.,"For completeness, Apple's Pages has quite a few nice poster layouts."
634,0.5081689913612406,3.7704211473464966,It is perfectly okay to ask for the figure knowing well that the other person may not give.,"You can always ask, then it is the choice of the author to accept or not."
635,0.1594641940446596,2.898692898452282,The academic year does start around September in the USA and I think most European countries.,"I would not accelerate things, to avoid getting worse grades that you want."
636,0.26140843487396814,3.152538239955902,I will advise exactly the contrary of what bravo just said in another answer : go for A !,"You could defer admission, but it's a little unusual to defer for a year."
637,0.016910205990050067,2.5420172046869993,"Edit, again: The question seems to have changed, yet again.",I can think of three reasons why a faculty member might reveal how a student performed on a qualifying examination.
638,0.17920405590184324,2.951025329530239,"I agree with Seteropere completely, ""Network Science"" is a very broad subject.",I would say you are approaching it in the wrong way.
639,0.35941614082700496,3.3990181982517242,Supporting an ideology in an ostentatious manner (rather than privately or discreetly) is a personality problem.,I think for an appropriate answer I'd need to know exactly what the 'bad' ideology is.
640,0.08374413028307527,2.708636559545994,"This does not fully answer your question, but it is certainly one consideration.","I am a PhD student in Computational Science, which is an interdisciplinary major spanning mathematics, computer science, and engineerning."
641,-0.0053994526311928175,2.486279020085931,A few possible problems: 1) Such an ID system seems a little intrusive.,"In mathematics, we already have a database of this sort - two them, in fact, with in MathSciNet and Zentralblatt MATH."
642,0.22224857885418187,3.0554527044296265,"As an complement to the other answers, let me address the question of why planets tend towards tidal locking.",The other answers here are fantastic at explaining in a technical sense.
643,0.6231550817642597,4.057571142911911,"Stars are rotating, but that's not the cause for their stability.",Stars rotate due to the angular momentum of the gas they formed from.
644,0.6286471256663924,4.071528911590576,It indeed appears the Andromeda galaxy (M31) and The Milky Way (MW) are en route to a collision.,"In a few billion years, the Milky Way and Andromeda will collide."
645,0.5895784530156309,3.9738038182258606,"The short answer is: we are made from the ""stuff"" contributed by many stars.",It is highly unlikely that we're made out of stuff from only one star.
646,0.6042417455652624,4.01073232293129,All we know is this : Distant objects are receding from us at a rate proportional to their distance from us.,The expansion of space means that objects in cosmological distances are receding away from each other.
647,0.7124050414763774,4.2805323004722595,"Like Chris said above, stars rotate to conserve their angular momentum.","Stars are rotating, but that's not the cause for their stability."
648,0.5333661688536028,3.8330069184303284,According to this website the peak visible magnitude will be about 10.5 around February 2nd.,"The AAVSO data seems to indicate that it might have already peaked, at around 10.5 (visual)."
649,0.39389975966516433,3.484681025147438,All of these effects are related to the 11 year solar cycle.,I will be specific to answering the part regarding the prediction of solar flares.
650,0.1845371999543237,2.9616406559944153,"We are moving ""... relative to the comoving cosmic rest frame ... at some 371 km/s towards the constellation Leo"".",There is no 'still' that is not relative to some other object.
651,0.3119668538620481,3.2795028388500214,"Yes, it's true that the apparent size of the Moon is 30 arcmin.","When you gaze at the moon ""live"", you are not seeing a still image."
652,0.5723713052615509,3.9309565722942352,Let us assume the data for a globular cluster to be equivalent to that of M13.,Globular clusters occupy an interesting place in the spectrum of composite stellar systems.
653,0.20936676464573278,3.0233770981431007,"Why is the speed of light 299,792,458 m/s, and not (for instance) 3,1 or 4,3 x 10^44 m/s?",Speed of light being finite is one of the fundamentals of our Universe.
654,0.6991581711544359,4.248027056455612,"As per your definition, a star formed in a binary system (hence near some gravitating body) is a generalised planet.","The main flaw with your definition of a ""generalised planet"" would be the boundary between stars and planets."
655,0.6880767880451126,4.220129549503326,A method used to calculate the distance between stars is 3 Dimensional trigonometry.,You only need two-dimensional trigonometry if you know the distances to the two stars and their angular separation.
656,0.11465125587190506,2.786313034594059,"The farther away, the faster the galaxies move away from us.",Here is my answer to a similar question posted on the physics stack exchange website.
657,0.3214471929719144,3.303409218788147,"Stars form in star-formation regions, which itself develop from molecular clouds.",It may be possible for a solar system like ours to exist outside of a galaxy.
658,0.012569986855948961,2.531225373968482,"A black hole (briefly), is nothing more than a dead star whose mass was more than 3 solar masses.","I think you mean to ask, ""What is the local sidereal time of Greenwhich?""."
659,0.3642128792805006,3.4103521704673767,"Yes, but it does not stay in the same constellation.",Constellations are human constructs to make sense of the night sky.
660,0.5098786655735859,3.7753304839134216,Asteroids are what are called minor planets - small inner solar system rocky bodies.,The objects you are refering to are actually two different objects: asteroids and comets.
661,0.7734480230594254,4.4333890080451965,Here is a lexical decision task I wrote years ago using PHP and Javascript (github link).,"Just for reference, I ended up writing simple web-based lexical decision task software myself."
662,0.6812126858598535,4.202744364738464,It's pretty difficult to imagine a person with Social Anxiety Disorder being an extrovert.,"On the surface, it does seem like social anxiety disorder and extroversion shouldn't both exist in the same person."
663,0.6424062839071879,4.105968773365021,"It is hard to delineate emotion completely from thoughts or sensations, because emotion can contain both.","Technically speaking, an emotion is not different from thought the way it is processed in brain, both involve neurotransmitters."
664,0.32140412902241366,3.303452432155609,I've found an additional concept that may be related to the original question: prototype theory.,"According to current models of human concept learning, the answer to your question is both."
665,-0.044034591872853864,2.3885886836797,"There are individuals who possess extraordinary memory ability, sometimes called eidetic memory.",There are many arguments for why this is not the case.
666,0.5074476079611117,3.7685325741767883,"Spike trigger is a specific type or you could say a sub-set of reverse correlations, covariance and probabilities.","There's the naïve version of spike triggered averaging, and the sophisticated version."
667,0.0832300337962986,2.708179336041212,"As mentioned in the other comments, ANOVA is problematic when mixing types of predictor variables.",I like to think of multitasking as rapid task switching.
668,0.5301629742337179,3.8255172967910767,Q: What is the reason for people to implicitly trust their peers in extreme (or not) situations?,One human-being reliance on other(s) awareness is defined by the level of trust between the humans.
669,0.5834846135945588,3.95871564745903,Intrinsic reward is the emotional pay-off that you get by completing an activity.,"According to Frederick Herzberg's two-factor theory of motivation, intrinsic rewards are motivators (e.g."
670,0.10968756998838947,2.7736348658800125,Presumably the decision of drivers to slow down in response to work zone signage is influenced by many factors.,"This short talk deals with issues of ""cheating slightly"" :Dan Ariely: Our buggy moral code."
671,0.5202980500700325,3.800573945045471,"When studying adult IQ, general adult norms are often used.","Basically, what you do is you compare each age group IQ to the standardization sample."
672,0.03920908125882158,2.5979716703295708,"Some ancient historical precedent exists for preferring $10$, but also for $6$, so that's mixed support from Wikipedia on perfect numbers.","This is indeed possible, but I haven't seen it done experimentally for reasons other than feasibility."
673,0.39323904407957444,3.4829970449209213,"These are interesting studies, but the bottom line is: yes, environment affects cognitive abilities.","I'm not sure what you mean by cognitive capacity, but I absolutely believe that language shapes the way we think."
674,0.14869331005826797,2.8717342764139175,"Since this is a relatively new problem for behavioral researchers, I don't know that there is a common consensus.","I'll address just the first of your three sub-questions, the others have been answered by Chuck Sherrington."
675,0.09033814691387261,2.725443486124277,"If non-human animals do have intelligence too, why is their intelligence not as advanced as humans?",Your own theory is bad because it seems to follow from a Lamarkian interpretation of evolutionary theory.
676,0.29566396786581756,3.2392197102308273,The Hare Psychopathy Checklist is often used to assess psychopathy in clinical settings.,From an article entitled Can You Call a 9-Year-Old a Psychopath?
677,0.6566017514496648,4.141479879617691,"I wrap steaks individually in freezer paper, then put them into ziploc freezer bags.",Wrap well in plastic (individually) and then put in a freezer bag.
678,0.6047082906445085,4.011861234903336,"In addition to oil, make sure the grill is nice and hot before you start cooking.","I'd been using paper towels to oil the grill, and I just discovered that newspapers work a lot better."
679,0.7050129202793951,4.262268543243408,The best way I have found is to soak the ears in husk for several hours before grilling.,Soak whole ears in the husk in a bowl of water.
680,0.6109384456139987,4.027271568775177,There are actually quite a few differences between the different types of flour.,The difference is the amount of protein contained in the flour which can range from 5% to 15%.
681,0.6065723785187684,4.0172551572322845,I've never adjusted the length of time based on number of eggs.,I don't boil eggs enough to keep a feel for the timing...
682,0.32175557204602406,3.3045166730880737,I just hold the cheese closer to the edge away from the grater.,"By the wording of the question, I'm pretty sure you're using one of those pyramidal graters or a ""sheet"" grater."
683,0.3272063770583729,3.3180012553930283,I've stored pancakes in the freezer for over two month and not had any freezer burn.,Its going to depend on the type of packaging and also the freezer.
