,predicted_score,original_score,sentence1,sentence2
487,2.65514156781137,0.0,A skier is jumping in the air over a snowfield near a mountain range.,A woman is sitting near a flower bed overlooking a tunnel.
488,3.389490619301796,1.8,The dogs are playing in the snow.,Two dogs playing on the shore.
489,3.2897531986236572,0.8,A young boy in red swim trunks is jumping into a pool.,A dog is being squirted with a hose as it jumps into a paddling pool.
490,4.301124215126038,2.8,Two dogs are running on the grass in front of the trees.,A brown dog is running on the grass in front of some trees.
491,2.1494635194540024,0.0,a young boy climbing on a rock wall,Five greyhounds are racing on a sand track.
492,3.613347113132477,0.8,A skateboarder jumps off the stairs.,A dog jumps off the stairs.
493,3.5321587324142456,1.8,Two dogs running together and one has a duck toy in its mouth.,a black and white dog walking through the grass with a long stick in his mouth.
494,3.5087302327156067,1.4,The black and white dog is running on the grass.,A black and white dog swims in blue water.
495,3.0192235857248306,1.8,A woman runs on the beach.,a dog runs across the land.
496,3.888271749019623,2.4,A golden colored dog jumps around in the grass while holding a stick in its mouth.,A black dog is running through the grass carrying something red in its mouth.
497,3.4100227057933807,1.6,A white dog is playing with a ball on the beach.,A black and white dog is playing with a tan dog.
498,4.596576690673828,3.8,Woman in black dress with red accessories is walking down the street.,Woman in a black dress walking on the street.
499,4.653792381286621,4.8,Two dogs approach each other in the grass.,Two dogs face off of each other on the grass.
500,3.1894508004188538,0.2,Our current vehicles will be in museums when everyone has their own aircraft.,The car needs to some work
501,3.0856869369745255,1.0,A woman supervisor is instructing the male workers.,A woman is working as a nurse.
502,2.838982678949833,0.4,The sky has very little to no clouds.,"This Lady might be ready for Rock Climbing, or just watching the Clouds, above."
503,3.1178653612732887,0.4,The young boy jumps barefoot outside in the front yard.,The teen rode his bike around the people walking in the courtyard.
504,4.452655911445618,4.0,There are dogs in the forest.,The dogs are alone in the forest.
505,3.652544468641281,3.4,Some cyclists stop near a sign.,Two men stop to talk near a sign outside.
506,3.925183415412903,3.0,These cooks in the white are busy in the kitchen making dinner for their customers.,The women are preparing dinner in their kitchen.
507,4.872556030750275,1.8,A man is carrying a canoe with a dog.,A dog is carrying a man in a canoe.
508,3.218247666954994,2.2,a woman watches a rap group live,An audience watches a girl dance.
509,4.494405537843704,3.6,A girl dancing on a sandy beach.,A girl is on a sandy beach.
510,2.918328158557415,0.4,The woman is drinking lemonade and watching T.V.,The man is sitting drinking coffee.
511,2.4040515534579754,0.2,The young adult are cold,Asian children are playing with a dog.
512,4.688188135623932,3.8,A sad man is jumping over a small stream to meet his companion on the other side.,A man is jumping over a stream to meet his companion on the other side.
513,4.578404575586319,4.2,A woman is bungee jumping.,A girl is bungee jumping.
514,3.5260648280382156,1.2,A clown performs for brother and sister as the rest of the party watches.,A blond-haired child performing on the trumpet in front of a house while his younger brother watches.
515,4.144120216369629,3.4,Four girls happily walk down a sidewalk.,Three young girls walk down a sidewalk.
516,3.521963283419609,2.4,a group of navy seals are singing,A group of military personnel are playing in a brass quintet.
517,4.334022104740143,3.2,A man playing the violin in the rain.,A man playing the guitar in the rain.
518,4.186708331108093,2.2,The people are leaving the airplane.,The people are entering the plane.
519,4.763949066400528,4.4,The dogs are chasing a cat.,The dogs are chasing a black cat.
520,4.1455066204071045,2.6,the tan dog is playing with the red dog out in the snow,A yellow dog is playing in the snow.
521,3.2046782970428467,0.2,a girl with vases in the background inside her house,The girl is standing as the other girl with glasses works on her hand painting.
522,4.065472781658173,3.2,A person sitting in an office takes a picture.,A woman is sitting in an office.
523,3.6442697048187256,2.2,People rock jumping into water while people fish in the background.,Two people watching the water.
524,4.814733862876892,5.0,A blonde woman looks for medical supplies for work in a suitcase.,The blond woman is searching for medical supplies in a suitcase.
525,4.968990683555603,5.0,A boy is at school taking a test.,The boy is taking a test at school.
526,3.6740371584892273,2.2,An old man wearing a hat stands outside a shop door.,a man in an oversized shirt sits at a shop
527,2.7318796515464783,0.4,The carriage is drawn by a horse.,A man riding on a bicycle by side of building.
528,3.2065267860889435,1.0,A woman looks at a duck as she walks behind it.,A woman is going on a walk with her dog.
529,3.2658278197050095,2.2,Man sitting on a bench drink from a mug surrounded by rugs.,A man is sitting on one of two red benches and staring into a kiosk.
530,3.8875973224639893,2.0,A small blond boy slides head first down a blue playground slide toward another blond youth.,"A young boy with his hair standing up, is sliding down a blue slide"
531,3.630063012242317,1.2,The four women are practicing for a upcoming match.,The women are in a play
532,4.609934240579605,4.0,man on steps,A man sits on steps.
533,3.5513000935316086,1.0,There is a young girl.,There is a young boy with the woman.
534,4.736477434635162,4.2,A woman paints a picture of a large building which can be seen in the background.,A person paints a picture of a large building which can be seen in the background.
535,4.286719858646393,3.4,Two kids are playing a game of Foosball.,The kids are playing a game with each other.
536,4.036673903465271,4.0,The man is in a deserted field.,The man is outside in the field.
537,4.887858480215073,4.8,A little boy is drinking from a juice packet.,A boy is drinking from a juice packet.
538,3.1863071024417877,0.4,A man has his skis ready for the field to get iced out,A man on a boat getting ready to pull in his net to see what he caught.
539,4.750037342309952,4.4,The biker is doing dangerous stunts.,A biker is doing stunts.
540,3.308098465204239,0.4,A musician is smearing jam on his white guitar at a concert.,Trombonist playing the her instrument in a band for a parade.
541,2.762781009078026,0.0,A pair of young boys in t-shirts are hiding in the woods with one looking aghast.,Two smiling little girls playing in a fountain with other people.
542,4.164854884147644,3.0,A group of people playing soccer on a soccer field in front of a crowd.,A group of men playing soccer in a stadium full of people.
543,4.931109994649887,4.6,A man is enjoying watching three asian children dance.,A man is watching three asian kids dance.
544,2.6902760937809944,0.4,A woman walking down the side of a highway.,A man is standing on one feet on a bridge.
545,3.3317700028419495,1.4,A man calling for a taxi at the airport on a sunny day.,A man is outside on a July day.
546,4.190041422843933,3.0,A young boy has a red fishing pole.,A young boy stands over a bridge with a fishing pole.
547,4.259109646081924,1.6,A player bounces a ball.,A player catching a ball.
548,3.914419412612915,2.4,Men competing in a contest.,Two women compete in a contest.
549,2.293885424733162,0.0,The puppy is outdoor.,A man in printed board shorts is doing a yoga pose on the beach.
550,3.603379502892494,1.6,A young girl in a pink jacket is playing a board game.,A boy in a jacket playing.
551,4.086358845233917,1.6,A smiling Caucasian male wearing a blue and black striped shirt it about to take a photograph.,A man in a white shirt and black pants is smiling.
552,2.604238521307707,0.2,A person is scaling a rock wall.,A person and a horse are above a fence.
553,3.603687062859535,2.2,Two men are playing a game of Scrabble together.,The two women are playing a game.
554,3.409191444516182,2.0,The girl is very skilled and practices a lot.,The man is very skilled.
555,2.983037531375885,0.4,Many guards are standing in front of the starting line of a race.,Two men in business dress are standing by the side of a road.
556,4.980273097753525,4.8,A man at a farmers market.,A man is at a farmers market.
557,3.7566958367824554,2.0,four people walk toward a tower,Two men walk toward a dome-shaped building.
558,3.0245404690504074,0.2,A little girl and boy are reading books.,An older child is playing with a doll while gazing out the window.
559,4.6718354523181915,3.8,The child would like to swim.,The children want to swim.
560,4.30253729224205,2.2,Men are fighting after a basketball game.,The men are playing a game of basketball.
561,3.525261878967285,2.0,People are sitting around dimly lit tables while smiling and laughing.,People are sitting on benches.
562,4.668084979057312,4.0,A dog is chasing cows.,A white dog is chasing cows.
563,4.67161238193512,4.6,One football player tries to tackle a player on the opposing team.,A football player attempts a tackle.
564,3.4404870867729187,1.4,Three men are drying to pull a Subaru out of a ditch along a mountain road.,Two men are waiting for a ride on the side of a dirt road.
565,3.166567087173462,0.8,A woman doesn't have her arms up because she's paralyzed from the neck down,A woman is sitting on the steps because she tripped and hurt her ankle.
566,2.9300210624933243,0.6,Five kids are standing in front of a tent.,People are out sitting in front of a garden.
567,3.2597430795431137,1.2,Female in a maroon shirt engaged in conversation with another female in a tan blazer.,"A girl in a blue dress and another girl in a purple dress, both smiling."
568,3.1046655029058456,1.6,Baseball players playing a game at the park.,"A basketball player, playing in the home coming game."
569,2.9512057080864906,0.0,They are preparing for a performance at school.,Two medical professionals in green look on at something.
570,2.670104894787073,0.6,Some smiling children are standing in front of an ocean sunset.,People walking in the dark.
571,3.462657183408737,3.0,Two fishermen try to untangle their large fishing net on the side of the road on a cloudy day.,Several men pull a fishing net up on to the beach.
572,3.9987727999687195,2.4,The woman had brown hair.,The woman has gray hair.
573,3.555046319961548,0.6,Black and white image of a wave crashing in the ocean.,a small black dog in the ocean with some rocks in the background
574,4.720019698143005,4.6,A lady and her daughter look through a microscope.,A girl and a lady both looking through a microscope.
575,3.5249029099941254,0.6,A boy does a skateboard trick on the stairs downtown.,a boy is running on the sidewalk
576,4.894257038831711,4.8,Three humans are walking a dog.,Three people are walking a dog.
577,4.963612258434296,5.0,There are people out on the street.,People are out on the street.
578,2.4589024670422077,0.2,Two women are lost and calling for help.,Two Asian men are gathering materials for their business and their child had to come with them.
579,3.7594246864318848,0.6,A man is throwing a penny into a fountain.,A little boy is throwing a man in water.
580,2.6210197061300278,0.8,Two girls are playing Doctor inside their house.,The two girls are walking with their father.
581,4.109489768743515,3.6,A crowd of men wearing paper numbers on their shirts run in a race.,Several men running down a grass field wearing numbers on the front of their shirts.
582,2.481521926820278,0.0,The fruits should be eaten with lemon juice in order to prevent oxidation in your stomach.,three dogs growling On one another
583,4.921098351478577,4.4,A doctor prescribes medicine to a patient.,A doctor prescribes a medicine.
584,4.987436234951019,4.6,A woman is in the bathroom.,The woman is in a bathroom.
585,3.933205008506775,2.8,Spectators taking pictures of a rally car.,A crowd of people watching cars race down the track.
586,4.546496719121933,4.0,The man and woman are resting on a couch.,A man and woman are asleep on the couch.
587,2.9837440326809883,1.0,The boy in the green jersey plays goalie on the soccer team.,The team in blue is playing a game against the team in white
588,4.9920447170734406,5.0,People are near water,People are near water.
589,3.1799350678920746,0.4,Friends walk into a building,a man walks along walkway to the store
590,2.7489997819066048,0.8,The rollerblades are moving.,Two vehicles are going towards the camera.
591,2.9089301452040672,0.4,There is a older man near a window.,A boy is near some stairs.
592,2.97876738011837,0.0,A guy and a girl are rock climbing with backpacks on.,Two boys are riding on a toy with a blonde girl running long side of them.
593,2.8151196613907814,1.6,In Abu Dhabi the Golden Market is one of the premier public outdoor shopping areas.,A busy city square in an asian country.
594,3.582828864455223,1.6,A pregnant woman is in labor,a woman has a child.
595,4.235193729400635,3.6,The religious people are enjoying the outdoors.,The group of people are enjoying the outdoors.
596,4.522165060043335,3.0,A girl in water without goggles or a swimming cap.,"A girl in water, with goggles and swimming cap."
597,3.914436101913452,2.8,A man is performing a stunt outdoors.,A young man on a beach is performing skateboard stunts.
598,2.6857719384133816,0.2,There was girl stranded on the roof.,The couple was on the bed.
599,2.636049557477236,1.0,There are four snowboarders going off a jump and that are in the air.,Two racers are coming to a turn.
600,3.3448030799627304,1.4,"A basketball player makes the 5th rebound of the night,",A tennis player in the middle of a game.
601,3.953876793384552,2.8,A helicopter is getting ready to take off.,The plane is getting ready to take off.
602,3.795790374279022,3.0,A man doing a jumping bike trick surrounded by trees.,A boy riding a green trick bike over some steps outdoors.
603,3.3204642683267593,1.6,Three guys in speedos have their feet up on the railing of a boat getting a tan.,A few men on the deck are dropping another man into the water
604,3.938911110162735,2.8,A group wading across a witch,A group wading across a ditch
605,4.583642482757568,4.0,A woman jumps and poses for the camera.,A woman poses for the camera.
606,2.460018345154822,0.8,A man is on a rooftop,A man is holding a microphone in a room.
607,3.0990975722670555,2.0,There are two men near a wall.,Three women are sitting near a wall.
608,4.523961693048477,4.4,The two men are wearing jeans.,The two men are wearing pants.
609,4.670793861150742,4.6,The man without a shirt is jumping.,The man jumping is not wearing a shirt.
610,3.290397822856903,2.4,The woman is holding the hands of the man.,The woman is checking the eyes of the man.
611,4.663837403059006,4.4,A man walks his dog on the beach.,A man with his dog on the beach.
612,3.4808146208524704,0.8,The child is the woman's kid.,There is a boy and a girl.
613,4.419013857841492,3.8,A soccer player is kicking the ball.,The soccer player gave the ball a high kick.
614,3.602563589811325,1.4,Two boys in black swimming trunks are holding another boy by his arms and legs on a beach.,Man in white shirt flipping young boy in the water with four other boys surrounding them.
615,4.120134711265564,2.8,The player shoots the winning points.,The basketball player is about to score points for his team.
616,4.0174201130867,3.0,A motorcross driver going by during a race,A race car driver performs in the race of his life.
617,4.114244431257248,1.6,The gate is blue.,The gate is yellow.
618,3.4429077804088593,1.0,A dog walks along a beach with breaking waves.,A boy with an oar walks out of the surf and onto a beach.
619,3.952474892139435,2.6,A pair of men walk along the beach.,Two men standing in the surf on a beach.
620,3.3354684710502625,1.6,Blond woman in a tunnel.,The couple kissing is near a blond woman.
621,2.8931886702775955,0.2,The raven droned as is hopped along the grass.,The skinny dog with the long tail is traveling through the field.
622,3.941192179918289,3.0,the man is catching a ball,A man is kicking a ball.
623,4.471767395734787,3.0,Two men are sitting in the room.,Two men are standing in a room.
624,4.167437255382538,3.2,The woman is waiting for her date.,The woman is on her way to a date.
625,3.96876722574234,3.0,You'll need to check the particular policies of each publisher to see what is allowed and what is not allowed.,If you need to publish the book and you have found one publisher that allows it.
626,3.0149095878005028,0.6,I am not aware of any university run participant pools.,"At the universities I've worked in North America, human-subject studies (esp."
627,3.808358758687973,1.0,"Apart from admission (which normally should not be related to age), there is something that's related to your question.","Age is not a PhD admission facor in the continental Europe, too."
628,2.8853459283709526,0.6,"This post refers to research in the STEM fields, and may not be applicable to other research topics.",This is about my experience in computer engineering I found that reading for breadth was the more important approach.
629,3.469408005475998,0.8,"If you don't want to pay for Adobe Acrobat Pro, as @schultem mentions, LaTeX can do this with embedded hyperlinks.","If you don't mind hosting your files online, SlideShare is a good solution."
630,4.268659353256226,2.4,I don't think there are likely to be any standards that address this issue specifically.,"You're going to find answers all over the map for this one (i.e., there probably aren't ""standards"")."
631,3.7544818222522736,1.0,My answer would be depending on which GRE are you referring to?,The problem I see with the GREs is that the scoring range is highly compressed.
632,3.3603204786777496,0.2,"If you have access to it, you can very easily do that with Thomson Reuters’ Web of Science portal.","You can have a look at the arXiv cultoromics website at http://arxiv.culturomics.org, which however searches in articles on the arXiv."
633,3.671712651848793,0.6,In general there are a number of different distinct workflows that lead to a poster.,"For completeness, Apple's Pages has quite a few nice poster layouts."
634,3.7904785573482513,3.6,It is perfectly okay to ask for the figure knowing well that the other person may not give.,"You can always ask, then it is the choice of the author to accept or not."
635,2.9178469628095627,0.2,The academic year does start around September in the USA and I think most European countries.,"I would not accelerate things, to avoid getting worse grades that you want."
636,3.1716644763946533,0.2,I will advise exactly the contrary of what bravo just said in another answer : go for A !,"You could defer admission, but it's a little unusual to defer for a year."
637,2.626560367643833,0.0,"Edit, again: The question seems to have changed, yet again.",I can think of three reasons why a faculty member might reveal how a student performed on a qualifying examination.
638,2.957877106964588,0.0,"I agree with Seteropere completely, ""Network Science"" is a very broad subject.",I would say you are approaching it in the wrong way.
639,3.405827209353447,1.2,Supporting an ideology in an ostentatious manner (rather than privately or discreetly) is a personality problem.,I think for an appropriate answer I'd need to know exactly what the 'bad' ideology is.
640,2.6998165622353554,0.0,"This does not fully answer your question, but it is certainly one consideration.","I am a PhD student in Computational Science, which is an interdisciplinary major spanning mathematics, computer science, and engineerning."
641,2.415717216208577,0.4,A few possible problems: 1) Such an ID system seems a little intrusive.,"In mathematics, we already have a database of this sort - two them, in fact, with in MathSciNet and Zentralblatt MATH."
642,3.0831220746040344,0.4,"As an complement to the other answers, let me address the question of why planets tend towards tidal locking.",The other answers here are fantastic at explaining in a technical sense.
643,3.956712931394577,3.0,"Stars are rotating, but that's not the cause for their stability.",Stars rotate due to the angular momentum of the gas they formed from.
644,4.05983030796051,4.4,It indeed appears the Andromeda galaxy (M31) and The Milky Way (MW) are en route to a collision.,"In a few billion years, the Milky Way and Andromeda will collide."
645,3.8393360376358032,3.2,"The short answer is: we are made from the ""stuff"" contributed by many stars.",It is highly unlikely that we're made out of stuff from only one star.
646,4.04155820608139,3.4,All we know is this : Distant objects are receding from us at a rate proportional to their distance from us.,The expansion of space means that objects in cosmological distances are receding away from each other.
647,4.196234345436096,3.4,"Like Chris said above, stars rotate to conserve their angular momentum.","Stars are rotating, but that's not the cause for their stability."
648,3.792199045419693,3.6,According to this website the peak visible magnitude will be about 10.5 around February 2nd.,"The AAVSO data seems to indicate that it might have already peaked, at around 10.5 (visual)."
649,3.5394187271595,0.8,All of these effects are related to the 11 year solar cycle.,I will be specific to answering the part regarding the prediction of solar flares.
650,2.949114367365837,0.8,"We are moving ""... relative to the comoving cosmic rest frame ... at some 371 km/s towards the constellation Leo"".",There is no 'still' that is not relative to some other object.
651,3.2089368999004364,1.0,"Yes, it's true that the apparent size of the Moon is 30 arcmin.","When you gaze at the moon ""live"", you are not seeing a still image."
652,3.8937072455883026,1.6,Let us assume the data for a globular cluster to be equivalent to that of M13.,Globular clusters occupy an interesting place in the spectrum of composite stellar systems.
653,2.9749007895588875,1.0,"Why is the speed of light 299,792,458 m/s, and not (for instance) 3,1 or 4,3 x 10^44 m/s?",Speed of light being finite is one of the fundamentals of our Universe.
654,4.2525917291641235,3.2,"As per your definition, a star formed in a binary system (hence near some gravitating body) is a generalised planet.","The main flaw with your definition of a ""generalised planet"" would be the boundary between stars and planets."
655,4.188926964998245,2.0,A method used to calculate the distance between stars is 3 Dimensional trigonometry.,You only need two-dimensional trigonometry if you know the distances to the two stars and their angular separation.
656,2.721553146839142,0.0,"The farther away, the faster the galaxies move away from us.",Here is my answer to a similar question posted on the physics stack exchange website.
657,3.317505642771721,0.6,"Stars form in star-formation regions, which itself develop from molecular clouds.",It may be possible for a solar system like ours to exist outside of a galaxy.
658,2.5555308535695076,0.0,"A black hole (briefly), is nothing more than a dead star whose mass was more than 3 solar masses.","I think you mean to ask, ""What is the local sidereal time of Greenwhich?""."
659,3.294164091348648,1.4,"Yes, but it does not stay in the same constellation.",Constellations are human constructs to make sense of the night sky.
660,3.797512501478195,2.0,Asteroids are what are called minor planets - small inner solar system rocky bodies.,The objects you are refering to are actually two different objects: asteroids and comets.
661,4.416758120059967,2.6,Here is a lexical decision task I wrote years ago using PHP and Javascript (github link).,"Just for reference, I ended up writing simple web-based lexical decision task software myself."
662,4.1948942840099335,4.2,It's pretty difficult to imagine a person with Social Anxiety Disorder being an extrovert.,"On the surface, it does seem like social anxiety disorder and extroversion shouldn't both exist in the same person."
663,4.0862953662872314,2.8,"It is hard to delineate emotion completely from thoughts or sensations, because emotion can contain both.","Technically speaking, an emotion is not different from thought the way it is processed in brain, both involve neurotransmitters."
664,3.290547728538513,0.0,I've found an additional concept that may be related to the original question: prototype theory.,"According to current models of human concept learning, the answer to your question is both."
665,2.3440094850957394,0.0,"There are individuals who possess extraordinary memory ability, sometimes called eidetic memory.",There are many arguments for why this is not the case.
666,3.8322268426418304,2.0,"Spike trigger is a specific type or you could say a sub-set of reverse correlations, covariance and probabilities.","There's the naïve version of spike triggered averaging, and the sophisticated version."
667,2.6766671240329742,0.0,"As mentioned in the other comments, ANOVA is problematic when mixing types of predictor variables.",I like to think of multitasking as rapid task switching.
668,3.8915444910526276,2.6,Q: What is the reason for people to implicitly trust their peers in extreme (or not) situations?,One human-being reliance on other(s) awareness is defined by the level of trust between the humans.
669,4.010056406259537,2.6,Intrinsic reward is the emotional pay-off that you get by completing an activity.,"According to Frederick Herzberg's two-factor theory of motivation, intrinsic rewards are motivators (e.g."
670,2.7890161238610744,0.0,Presumably the decision of drivers to slow down in response to work zone signage is influenced by many factors.,"This short talk deals with issues of ""cheating slightly"" :Dan Ariely: Our buggy moral code."
671,3.820859044790268,2.6,"When studying adult IQ, general adult norms are often used.","Basically, what you do is you compare each age group IQ to the standardization sample."
672,2.612162996083498,0.0,"Some ancient historical precedent exists for preferring $10$, but also for $6$, so that's mixed support from Wikipedia on perfect numbers.","This is indeed possible, but I haven't seen it done experimentally for reasons other than feasibility."
673,3.5173726826906204,1.6,"These are interesting studies, but the bottom line is: yes, environment affects cognitive abilities.","I'm not sure what you mean by cognitive capacity, but I absolutely believe that language shapes the way we think."
674,2.8462200611829758,0.0,"Since this is a relatively new problem for behavioral researchers, I don't know that there is a common consensus.","I'll address just the first of your three sub-questions, the others have been answered by Chuck Sherrington."
675,2.699651587754488,0.6,"If non-human animals do have intelligence too, why is their intelligence not as advanced as humans?",Your own theory is bad because it seems to follow from a Lamarkian interpretation of evolutionary theory.
676,3.2760218530893326,1.8,The Hare Psychopathy Checklist is often used to assess psychopathy in clinical settings.,From an article entitled Can You Call a 9-Year-Old a Psychopath?
677,4.137875735759735,3.8,"I wrap steaks individually in freezer paper, then put them into ziploc freezer bags.",Wrap well in plastic (individually) and then put in a freezer bag.
678,3.9805877208709717,1.6,"In addition to oil, make sure the grill is nice and hot before you start cooking.","I'd been using paper towels to oil the grill, and I just discovered that newspapers work a lot better."
679,4.290585219860077,3.2,The best way I have found is to soak the ears in husk for several hours before grilling.,Soak whole ears in the husk in a bowl of water.
680,4.0461379289627075,2.6,There are actually quite a few differences between the different types of flour.,The difference is the amount of protein contained in the flour which can range from 5% to 15%.
681,3.996795564889908,3.0,I've never adjusted the length of time based on number of eggs.,I don't boil eggs enough to keep a feel for the timing...
682,3.2518188655376434,1.4,I just hold the cheese closer to the edge away from the grater.,"By the wording of the question, I'm pretty sure you're using one of those pyramidal graters or a ""sheet"" grater."
683,3.2810479402542114,1.6,I've stored pancakes in the freezer for over two month and not had any freezer burn.,Its going to depend on the type of packaging and also the freezer.
684,3.8433606922626495,1.6,"Break the bulb into cloves, breaking off the bottom and the dry stick that goes up the middle.",lay down a knife horizontaly on the cloves and hit it.
685,3.157888650894165,1.0,"I managed to find this recipe, I think this is where I got the idea.","I've only made a couple of bbq sauces, but they've always come out really well."
686,4.1179609298706055,1.8,I  believe one cannot taste the difference between minced(canned) and fresh garlic once it is cooked.,"In my experience, fresh garlic is great for when you want texture, or to slow down the flavour infusion."
687,3.6826900392770767,1.8,I grill salmon that I get with the skin on.,Salmon is a great choice and it's readily available pretty much everywhere.
688,3.814898729324341,1.4,"The recipe I work from has you put the meat in the freezer, then pan sear it.","Starting with a whole chilled piece of meat, I quickly pour boiling water over all the outside surface."
689,3.1066808104515076,2.6,"They don't taste identical at all, and even more important, they don't smell the same.",Black pepper and white pepper are differing preparations of the fruit of the Piper nigrum plant.
690,4.076042920351028,2.0,This depends on the shelf life of the cultivar of tomato you purchased.,"Tomatoes will last longer if kept in the fridge, but I actually recommend against keeping them there."
691,3.32563653588295,1.0,Coagulated egg proteins in combination with gluten give baked goods the supporting structure they need.,There are basically two types of cakes: butter and sponge (or Génoise).
692,2.866733893752098,1.4,A common one is haddock and is in season pretty much year round.,"White fish are, as a rule, more delicately flavored than darker fleshed fish."
693,3.1511496007442474,0.6,Good cheddar has little chunks of calcium lactate on/in it - could it be that?,"I have two suspicions: One, you're undercooking your roux, the flour and butter mixture, and not fully incorporating the flour."
694,4.059642255306244,1.4,"Copper can be useful for certain tasks due to the its metallic properties (heats quickly, distributes heat evenly, etc.","Probably subjective, but ... Good clad stainless steel will give you much better cooking performance per dollar than copper."
695,3.347183018922806,0.4,"She obviously has a legit excuse, although she could have been more responsible and ""have"" told you in advance.",The first have covers both been more responsible and told you in that sentence.
696,4.304010421037674,1.8,In some cases the implication could even be that Tom does not love her.,There is no implication about Tom whatsoever in such a sentence.
697,4.193106591701508,4.0,I agree with others (and yourself) in that I have never heard this phrase in English.,I have never heard or seen the phrase you mention.
698,2.9570429772138596,0.6,"The assertion is false, at least as you've restated it here.","I had mainly been is fine, in the context you're using it."
699,4.332046210765839,2.8,I'd suggest you look to the constructions of the native language(s) of your students.,"As bikeboy389 said, you can learn a lot by looking at students' native languages."
700,4.315733462572098,2.6,"I see some references to status as uncountable as well, but that doesn't make much sense to me.","There are some cases ""status"" may be accounted of countable."
701,4.065262526273727,2.6,"If I understand you correctly, you are looking for a hypernym of inclusion and exclusion.",Inclusion is the act of including and exclusion is the act of excluding.
702,3.123323805630207,0.6,"Firstly, you should be aware that there are two different kinds of dashes: the en dash and the em dash.","Semicolon is used to join sentences that can stand alone, but are joined to emphasize their relationship."
703,4.33781772851944,4.4,"Pardon the brevity of this answer, but I would say ""named"" is preferred within the context of your example.","Named is preferred in your example, since you are formally giving a name to your method."
704,4.258073419332504,2.2,"In standard English, I think ""don't got"" has the same register as ""ain't"".",I'd say the expression I don't got... is generally rare in spoken AmE.
705,3.236679658293724,1.0,"The ""more posh"" words are usually Latin (occasionally Greek) in origin.","As Shinto pointed out, vulgar words exist in every language."
706,2.458824119530618,0.0,"I'm American, and I've never heard the bathroom referred to as St. John's.","In situations like these, I tend to lengthen out the phrase."
707,3.7480348348617554,1.6,The room used for defecation is almost always referred to by euphemism.,"I'm English, and would probably use 'toilet' most of the time, and always in the context of a private home."
708,3.7586459517478943,1.8,I can only think of context using insofar as or insofar that.,The form insofar is American English; the standard form in British and other English is 'in so far'.
709,4.533340185880661,3.8,"As others have said, ""ten of six"", though not used in many English speaking areas, would be understood as 5:50.",Ten of six probably means 5:50 but I have not heard it before.
710,3.9215251803398132,3.0,"Certainly many usage guides have advised against use of this ""singular they"" on various ""logical"" grounds.","Second one  (for writing purpose), if I believe the ""THEY/THEIR (SINGULAR)"" article."
711,3.420124277472496,1.4,"This may be overly obvious, but in American English, saying ""you're welcome"" is certainly polite and standard.","I'm not sure how ""Not at all"" sounds in response to ""thank you""."
712,4.401102364063263,3.0,"Back in the day, ""cable"" was used to describe communications sent abroad.","The word ""cable"" has its origins in the days of the telegraph."
713,3.2303714007139206,0.4,Those expressions could have slightly different meanings especially when talking about finance.,I suspect the phrase originated in the habit of drawing the internet as a cloud shape on network diagrams.
714,4.404234290122986,3.6,"In the United States, jails are operated by cities and counties (or equivalent).","Jail is a municipal level, prison is on a state/federal/provincial/territory level."
715,3.7684807181358337,3.4,"Yes, your sentence will be clearer if you write the actual word instead of the slash.","Most style guides recommend against using the slash in phrases like “X and/or Y”, as well as  “this is hard/impossible to do”."
716,3.864109069108963,2.8,"If you understand yourself and your enemy, you will be far more likely to win any battle.",Another meaning behind this quote aside from probabilities of winning a theoretical battle is the importance of knowing/understanding others.
717,4.025300741195679,4.2,There are a lot of push up variations you can do and they all stress different muscle systems.,There are several different pushup variations out there and most of them provide a unique advantage.
718,3.9630064368247986,4.2,You definitely do NOT want to be supporting your weight with your arms on the bike for normal riding.,"No, don't support your weight on your arms Your hands simply aren't really made for supporting all that weight."
719,4.032630026340485,1.8,"Yes, you should stretch before running, but not the sit down and reach kind of stretching.",Neuromuscular Activation and Dynamic Stretching Here is an excellent video on a dynamic stretching routine for running.
720,3.7332694977521896,1.0,"I feel your pain - I absolutely pour with sweat with any vigorous exercise, even in cool conditions.","Sweat rate is sweat rate, you can't really control it."
721,3.5695119202136993,2.0,Running downhill is the BEST way to strengthen your quad muscles.,"Additionally often people will think a downhill marathon is easier, but in fact, is often harder than an uphill marathon."
722,3.1704677641391754,1.0,I recently stumbled on a great article that talks about protein consumption for the purposes of building muscle (recovery included).,Low reps with high weights don't add mass because the duration of the exercise is kept short.
723,3.7147443741559982,1.6,"Rotate through square, lunges and calf raises doing each until you feel a little burn.","Air squats, forward and side lunges, sprawl, wall chair, and lots and lots of jump rope."
724,3.477626293897629,2.6,"If you're doing a full body workout 6 days a week, you absolutely need the rest week.",There are both physiological and neurological reasons to build in rest.
725,3.781171441078186,3.2,I've noticed a remarkable difference when I run on the treadmill vs when I run on the road.,A treadmill won't prepare you for the impact of running for real.
726,2.5044227531179786,0.4,Google search for Travel WODs has whole lots of results which you can use.,"As @Sarge says, this is for a doctor to diagnose properly."
727,2.6087945606559515,0.0,"Since you're being kind of vague here, I can only give you a vague answer.","In general, warming up your muscles only requires performing the movement with lower weights."
728,2.832377590239048,0.0,"First of all, as a general matter of fact you suppose to change your workout routine in every 3-4 weeks.","You can mix those, but in my experience, it will be very difficult at first."
729,3.7230442464351654,2.2,"Properly executed weight training will increase, not decrease, your flexibility and mobility.",I've seen guys that are still very flexable while lifting weights.
